Date,Open,High,Low,Close,Volume,overall_sentiment_score
2020-04-30,246.5,294.53,236.9,293.8,816530808.0,
2020-03-31,282.28,304.0,212.61,254.29,1570331732.0,
2020-02-28,304.3,327.22,256.37,273.36,755223231.0,
2020-01-31,296.24,327.85,292.75,309.51,734044103.0,
2019-12-31,267.27,293.97,256.29,293.65,598871365.0,
2019-11-29,249.54,268.0,249.16,267.25,448922253.0,
2019-10-31,225.07,249.75,215.13,248.76,621478768.0,
2019-09-30,206.43,226.42,204.22,223.97,547408488.0,
2019-08-30,213.9,218.03,192.58,208.74,683515746.0,
2019-07-31,203.17,221.37,198.41,213.04,473957094.0,
2019-06-28,175.6,201.57,170.27,197.92,515218768.0,
2019-05-31,209.88,215.31,174.99,175.07,739456573.0,
2019-04-30,191.64,208.48,188.38,200.67,506117812.0,
2019-03-29,174.28,197.69,169.5,189.95,650981384.0,
2019-02-28,166.96,175.87,165.93,173.15,472540723.0,
2019-01-31,154.89,169.0,142.0,166.44,828099179.0,
2018-12-31,184.46,184.94,146.59,157.74,898917007.0,
2018-11-30,219.05,222.36,170.26,178.58,961321947.0,
2018-10-31,227.95,233.47,206.09,218.86,789748068.0,
2018-09-28,228.41,229.67,215.3,225.74,678972040.0,
2018-08-31,199.13,228.87,197.31,227.63,700318837.0,
2018-07-31,183.82,195.96,183.42,190.29,393843881.0,
2018-06-29,187.99,194.2,180.73,185.11,527624365.0,
2018-05-31,166.41,190.37,165.27,186.87,620976206.0,
2018-04-30,166.64,178.94,160.63,165.26,666360147.0,
2018-03-29,178.54,183.5,164.94,167.78,701387082.0,
2018-02-28,167.17,180.62,150.24,178.12,888378184.0,
2018-01-31,170.16,180.1,164.7,167.43,639245534.0,
2017-12-29,169.95,177.2,166.46,169.23,518560008.0,
2017-11-30,169.87,176.24,165.28,171.85,581374608.0,
2017-10-31,154.26,169.6499,152.46,169.04,496135305.0,
2017-09-29,164.8,164.94,149.16,154.12,669594016.0,
2017-08-31,149.1,164.52,148.41,164.0,638221161.0,
2017-07-31,144.88,153.99,142.41,148.73,411377229.0,
2017-06-30,153.17,155.98,142.2,144.02,664986406.0,
2017-05-31,145.1,156.65,144.27,152.76,635292989.0,
2017-04-28,143.71,145.46,140.06,143.65,371280180.0,
2017-03-31,137.89,144.5,137.05,143.66,562091214.0,
2017-02-28,127.03,137.48,127.01,136.99,574968547.0,
2017-01-31,115.8,122.44,114.76,121.35,563331160.0,
2016-12-30,110.365,118.0166,108.25,115.82,608771645.0,
2016-11-30,113.46,113.77,104.08,110.52,721554967.0,
2016-10-31,112.71,118.69,112.28,113.54,686914224.0,
2016-09-30,106.14,116.18,102.53,113.05,970096738.0,
2016-08-31,104.41,110.23,104.0,106.1,630128567.0,
2016-07-29,95.49,104.55,94.37,104.21,685779613.0,
2016-06-30,99.02,101.89,91.5,95.6,780630235.0,
2016-05-31,93.965,100.73,89.47,99.86,901144768.0,
2016-04-29,108.78,112.39,92.51,93.74,872383623.0,
2016-03-31,97.65,110.42,97.42,108.99,745756771.0,
2016-02-29,96.47,98.89,92.59,96.69,810862547.0,
2016-01-29,102.61,105.85,92.39,97.34,1271848087.0,
2015-12-31,118.75,119.86,104.82,105.26,922626259.0,
2015-11-30,119.87,123.82,111.0,118.3,750606735.0,
2015-10-30,109.07,121.22,107.31,119.5,1113703829.0,
